sample,test.result.1,test.result.2,test.result.3,conformity
P45.W67,y,y,y,TRUE
P45.W68,y,y,y,TRUE
P45.W69,y,y,a,FALSE
P45.W70,y,y,y,TRUE
P45.W71,a,a,a,TRUE
P45.W72,y,y,y,TRUE
P45.W73,y,y,y,TRUE
P45.W74,y,y,y,TRUE
P45.W75,y,y,y,TRUE
P45.W76,y,y,y,TRUE
P45.W77,y,y,y,TRUE
P45.W78,y,a,a,FALSE
P45.W79,y,y,y,TRUE
P45.W80,y,y,y,TRUE
P45.W81,y,y,y,TRUE
P45.W82,y,y,y,TRUE
P45.W83,y,y,y,TRUE
P45.W84,n,n,n,TRUE
P45.W85,a,a,n,FALSE
P45.W86,y,y,y,TRUE
P45.W88,y,a,a,FALSE
P45.W89,y,y,y,TRUE
P45.W90,y,y,y,TRUE
P45.W91,y,a,y,FALSE
P45.W92,y,y,a,FALSE
P45.W93,a,a,n,FALSE
P45.W94,y,y,y,TRUE
P45.W95,y,y,y,TRUE
P45.W96,y,y,a,FALSE
P46.W01,a,y,y,FALSE
P46.W02,a,a,a,TRUE
P46.W03,a,a,a,TRUE
P46.W04,y,y,a,FALSE
P46.W05,a,a,a,TRUE
P46.W06,a,a,n,FALSE
P46.W07,y,y,a,FALSE
P46.W08,y,y,y,TRUE
P46.W09,y,y,y,TRUE
P46.W10,n,n,n,TRUE
P46.W11,y,y,y,TRUE
P46.W13,y,y,a,FALSE
P46.W14,y,a,a,FALSE
P46.W15,y,y,a,FALSE
P46.W16,y,y,y,TRUE
P46.W17,n,a,n,FALSE
P46.W18,a,y,y,FALSE
P46.W19,y,y,y,TRUE
P46.W20,y,y,y,TRUE
P46.W21,y,y,y,TRUE
P46.W22,y,y,a,FALSE
P46.W23,y,y,a,FALSE
P46.W24,y,y,y,TRUE
P46.W25,y,y,a,FALSE
P46.W26,a,y,a,FALSE
P46.W27,y,y,y,TRUE
P46.W28,a,a,n,FALSE
P46.W29,y,y,y,TRUE
P46.W30,y,y,a,FALSE
P46.W31,y,y,y,TRUE
P46.W32,y,y,y,TRUE
P46.W33,y,y,y,TRUE
P46.W34,y,y,a,FALSE
P46.W35,y,a,y,FALSE
P46.W36,y,y,y,TRUE
P46.W37,a,a,a,TRUE
P46.W38,y,a,a,FALSE
P46.W39,y,y,y,TRUE
P46.W40,y,y,y,TRUE
P46.W41,y,y,y,TRUE
P46.W42,y,y,y,TRUE
P46.W43,y,y,y,TRUE
P46.W44,y,y,y,TRUE
P46.W45,y,y,a,FALSE
P46.W46,y,y,a,FALSE
P46.W47,y,a,a,FALSE
P46.W48,y,y,y,TRUE
P46.W49,y,y,y,TRUE
P46.W50,a,y,a,FALSE
P46.W51,y,y,y,TRUE
P46.W52,y,y,y,TRUE
P46.W53,y,y,y,TRUE
P46.W54,y,y,y,TRUE
P46.W55,y,y,y,TRUE
P46.W56,y,y,y,TRUE
P46.W57,y,y,y,TRUE
P46.W58,y,y,a,FALSE
P46.W59,y,y,y,TRUE
P46.W60,y,y,y,TRUE
P46.W61,a,y,a,FALSE
P46.W62,y,y,a,FALSE
P46.W63,y,y,y,TRUE
P46.W64,y,a,y,FALSE
P46.W65,a,a,a,TRUE
P46.W66,y,y,y,TRUE
P46.W67,y,y,a,FALSE
P46.W68,y,y,y,TRUE
P46.W69,y,y,a,FALSE
P46.W70,y,y,y,TRUE
P46.W71,y,a,a,FALSE
P46.W72,y,y,y,TRUE
P46.W73,y,y,y,TRUE
P46.W74,y,y,y,TRUE
P46.W75,y,y,y,TRUE
P46.W76,y,y,y,TRUE
P46.W77,y,y,a,FALSE
P46.W78,y,y,a,FALSE
P46.W79,y,y,y,TRUE
P46.W80,y,y,y,TRUE
P46.W81,y,y,y,TRUE
P46.W82,y,y,y,TRUE
P46.W83,y,y,y,TRUE
P46.W84,n,n,n,TRUE
P46.W85,y,y,y,TRUE
P46.W86,y,a,y,FALSE
P46.W88,a,a,a,TRUE
P46.W89,y,y,y,TRUE
P46.W90,y,y,y,TRUE
P46.W91,y,y,y,TRUE
P46.W92,y,y,a,FALSE
P46.W93,y,a,a,FALSE
P46.W94,y,y,y,TRUE
P46.W95,y,y,y,TRUE
P46.W96,y,y,y,TRUE
P47.W01,y,y,a,FALSE
P47.W02,n,n,n,TRUE
P47.W03,n,n,n,TRUE
P47.W04,a,n,a,FALSE
P47.W05,y,y,y,TRUE
P47.W06,a,y,a,FALSE
P47.W07,a,a,n,FALSE
P47.W08,y,y,y,TRUE
P47.W09,y,y,y,TRUE
P47.W10,a,y,a,FALSE
P47.W11,y,y,y,TRUE
P47.W12,n,n,n,TRUE
P47.W13,y,a,a,FALSE
P47.W14,n,a,n,FALSE
P47.W15,a,y,a,FALSE
P47.W16,y,y,a,FALSE
P47.W17,y,a,a,FALSE
P47.W18,a,n,a,FALSE
P47.W19,y,y,y,TRUE
P47.W20,y,y,y,TRUE
P47.W21,y,y,y,TRUE
P47.W22,y,y,y,TRUE
P47.W23,y,y,a,FALSE
P47.W24,y,y,y,TRUE
P47.W25,a,n,n,FALSE
P47.W26,y,a,a,FALSE
P47.W27,a,a,n,FALSE
P47.W28,y,a,a,FALSE
P47.W29,y,y,y,TRUE
P47.W30,a,a,n,FALSE
P47.W31,y,y,y,TRUE
P47.W32,y,y,y,TRUE
P47.W33,y,y,y,TRUE
P47.W34,y,y,y,TRUE
P47.W35,y,y,a,FALSE
P47.W36,y,y,a,FALSE
P47.W37,a,n,n,FALSE
P47.W38,a,a,n,FALSE
P47.W39,n,a,n,FALSE
P47.W40,y,y,y,TRUE
P47.W41,y,y,a,FALSE
P47.W42,y,y,y,TRUE
P47.W43,y,a,y,FALSE
P47.W44,y,a,a,FALSE
P47.W45,y,y,a,FALSE
P47.W46,y,y,a,FALSE
P47.W47,a,y,a,FALSE
P47.W48,y,a,a,FALSE
P47.W49,a,y,a,FALSE
P47.W50,a,a,a,TRUE
P47.W51,a,a,a,TRUE
P47.W52,y,y,y,TRUE
P47.W53,y,y,a,FALSE
P47.W54,a,a,a,TRUE
P47.W55,y,y,y,TRUE
P47.W56,y,y,y,TRUE
P47.W57,y,y,y,TRUE
P47.W58,a,y,a,FALSE
P47.W59,y,y,y,TRUE
P47.W60,y,y,a,FALSE
P47.W61,a,a,n,FALSE
P47.W62,a,a,a,TRUE
P47.W63,y,a,y,FALSE
P47.W64,y,y,y,TRUE
P47.W65,y,y,y,TRUE
P47.W66,y,y,y,TRUE
P47.W67,y,y,a,FALSE
P47.W68,y,y,y,TRUE
P47.W69,y,y,y,TRUE
P47.W70,y,y,y,TRUE
P47.W71,a,n,n,FALSE
P47.W72,y,y,y,TRUE
P47.W73,y,y,y,TRUE
P47.W74,a,y,y,FALSE
P47.W75,a,a,n,FALSE
P47.W76,y,y,a,FALSE
P47.W77,y,y,y,TRUE
P47.W78,y,y,a,FALSE
P47.W79,y,y,y,TRUE
P47.W80,y,y,y,TRUE
P47.W81,y,y,y,TRUE
P47.W82,y,y,y,TRUE
P47.W83,y,y,a,FALSE
P47.W84,n,n,n,TRUE
P47.W85,a,a,n,FALSE
P47.W86,y,y,a,FALSE
P47.W87,n,n,n,TRUE
P47.W88,y,y,a,FALSE
P47.W89,y,y,y,TRUE
P47.W90,y,y,y,TRUE
P47.W91,y,y,y,TRUE
P47.W92,y,a,y,FALSE
P47.W93,y,y,a,FALSE
P47.W94,y,y,y,TRUE
P47.W95,y,y,y,TRUE
P47.W96,y,y,a,FALSE
P48.W01,a,a,a,TRUE
P48.W02,n,n,n,TRUE
P48.W03,n,n,n,TRUE
P48.W04,n,n,n,TRUE
P48.W05,a,a,a,TRUE
P48.W06,a,a,a,TRUE
P48.W07,a,n,a,FALSE
P48.W08,y,y,a,FALSE
P48.W09,y,y,y,TRUE
P48.W10,a,n,n,FALSE
P48.W11,y,y,y,TRUE
P48.W12,n,n,n,TRUE
P48.W13,a,n,a,FALSE
P48.W14,a,a,n,FALSE
P48.W15,a,y,a,FALSE
P48.W16,a,y,a,FALSE
P48.W17,a,a,n,FALSE
P48.W18,a,n,n,FALSE
P48.W19,y,y,y,TRUE
P48.W20,y,y,y,TRUE
P48.W21,y,y,a,FALSE
P48.W22,y,y,y,TRUE
P48.W23,y,a,a,FALSE
P48.W24,y,y,y,TRUE
P48.W25,a,a,a,TRUE
P48.W26,a,a,a,TRUE
P48.W27,a,a,n,FALSE
P48.W28,y,a,a,FALSE
P48.W29,y,y,y,TRUE
P48.W30,a,a,y,FALSE
P48.W31,y,y,y,TRUE
P48.W32,y,y,y,TRUE
P48.W33,y,y,y,TRUE
P48.W34,y,y,y,TRUE
P48.W35,y,a,a,FALSE
P48.W36,y,a,y,FALSE
P48.W37,a,a,n,FALSE
P48.W38,a,a,a,TRUE
P48.W39,y,y,a,FALSE
P48.W40,y,a,a,FALSE
P48.W41,y,y,y,TRUE
P48.W42,a,y,y,FALSE
P48.W43,y,y,a,FALSE
P48.W44,y,a,y,FALSE
P48.W45,a,y,y,FALSE
P48.W46,y,a,y,FALSE
P48.W47,a,a,a,TRUE
P48.W48,y,y,a,FALSE
P48.W49,a,a,a,TRUE
P48.W50,y,a,a,FALSE
P48.W51,y,a,y,FALSE
P48.W52,y,y,y,TRUE
P48.W53,y,y,y,TRUE
P48.W54,a,a,a,TRUE
P48.W55,y,y,y,TRUE
P48.W56,a,a,y,FALSE
P48.W57,y,y,a,FALSE
P48.W58,y,a,y,FALSE
P48.W59,y,y,a,FALSE
P48.W60,y,a,y,FALSE
P48.W61,n,n,n,TRUE
P48.W62,a,n,n,FALSE
P48.W63,a,a,n,FALSE
P48.W64,y,y,a,FALSE
P48.W65,y,y,y,TRUE
P48.W66,y,y,y,TRUE
P48.W67,a,a,y,FALSE
P48.W68,y,y,y,TRUE
P48.W69,a,a,a,TRUE
P48.W70,y,y,y,TRUE
P48.W71,n,n,n,TRUE
P48.W72,a,y,y,FALSE
P48.W73,y,y,y,TRUE
P48.W74,a,y,y,FALSE
P48.W75,a,n,n,FALSE
P48.W76,a,a,a,TRUE
P48.W77,a,a,a,TRUE
P48.W78,a,a,n,FALSE
P48.W79,y,y,y,TRUE
P48.W80,y,y,y,TRUE
P48.W81,y,y,y,TRUE
P48.W82,y,y,y,TRUE
P48.W83,y,a,y,FALSE
P48.W84,n,n,n,TRUE
P48.W85,a,a,n,FALSE
P48.W86,a,a,a,TRUE
P48.W87,n,n,n,TRUE
P48.W88,y,y,a,FALSE
P48.W89,y,y,a,FALSE
P48.W90,y,y,y,TRUE
P48.W91,y,y,a,FALSE
P48.W92,y,y,a,FALSE
P48.W93,a,y,y,FALSE
P48.W94,y,y,a,FALSE
P48.W95,y,a,a,FALSE
P48.W96,y,a,a,FALSE
P49.W01,a,y,a,FALSE
P49.W02,a,a,a,TRUE
P49.W03,a,a,n,FALSE
P49.W04,a,a,a,TRUE
P49.W05,y,y,a,FALSE
P49.W06,a,n,a,FALSE
P49.W07,y,y,y,TRUE
P49.W08,y,y,y,TRUE
P49.W09,y,y,y,TRUE
P49.W10,n,a,n,FALSE
P49.W11,y,y,y,TRUE
P49.W12,n,a,n,FALSE
P49.W13,y,y,y,TRUE
P49.W14,y,y,a,FALSE
P49.W15,y,y,a,FALSE
P49.W16,a,y,y,FALSE
P49.W17,a,a,a,TRUE
P49.W18,a,n,n,FALSE
P49.W19,y,y,y,TRUE
P49.W20,y,y,a,FALSE
P49.W21,y,y,y,TRUE
P49.W22,y,y,y,TRUE
P49.W23,a,a,a,TRUE
P49.W24,y,y,a,FALSE
P49.W25,y,y,a,FALSE
P49.W26,a,a,a,TRUE
P49.W27,y,a,y,FALSE
P49.W28,y,a,a,FALSE
P49.W29,y,y,a,FALSE
P49.W30,a,a,a,TRUE
P49.W31,y,y,y,TRUE
P49.W32,y,y,y,TRUE
P49.W33,y,y,a,FALSE
P49.W34,y,y,y,TRUE
P49.W35,y,y,a,FALSE
P49.W36,y,y,y,TRUE
P49.W37,a,a,a,TRUE
P49.W38,a,a,n,FALSE
P49.W39,y,y,a,FALSE
P49.W40,y,y,a,FALSE
P49.W41,y,y,y,TRUE
P49.W42,y,y,y,TRUE
P49.W43,y,y,y,TRUE
P49.W44,y,a,y,FALSE
P49.W45,y,a,a,FALSE
P49.W46,a,a,n,FALSE
P49.W47,y,a,a,FALSE
P49.W48,y,y,y,TRUE
P49.W49,y,y,y,TRUE
P49.W50,a,n,n,FALSE
P49.W51,y,y,y,TRUE
P49.W52,y,y,y,TRUE
P49.W53,y,y,y,TRUE
P49.W54,a,a,y,FALSE
P49.W55,y,y,y,TRUE
P49.W56,y,a,y,FALSE
P49.W57,y,y,y,TRUE
P49.W58,a,y,a,FALSE
P49.W59,y,y,y,TRUE
P49.W60,y,y,y,TRUE
P49.W61,a,a,n,FALSE
P49.W62,a,a,y,FALSE
P49.W63,y,a,a,FALSE
P49.W64,y,y,y,TRUE
P49.W65,y,y,y,TRUE
P49.W66,y,y,y,TRUE
P49.W67,y,y,a,FALSE
P49.W68,y,a,a,FALSE
P49.W69,y,a,a,FALSE
P49.W70,y,y,y,TRUE
P49.W71,a,a,a,TRUE
P49.W72,y,y,y,TRUE
P49.W73,y,y,y,TRUE
P49.W74,y,y,y,TRUE
P49.W75,y,y,y,TRUE
P49.W76,a,a,a,TRUE
P49.W77,a,y,a,FALSE
P49.W78,y,y,a,FALSE
P49.W79,y,y,y,TRUE
P49.W80,y,y,y,TRUE
P49.W81,y,y,y,TRUE
P49.W82,y,y,a,FALSE
P49.W83,a,y,y,FALSE
P49.W84,n,n,n,TRUE
P49.W85,a,a,y,FALSE
P49.W86,y,y,y,TRUE
P49.W87,y,y,y,TRUE
P49.W88,a,a,a,TRUE
P49.W89,y,y,a,FALSE
P49.W90,y,y,y,TRUE
P49.W91,y,y,y,TRUE
P49.W92,y,a,a,FALSE
P49.W93,y,y,a,FALSE
P49.W94,y,y,a,FALSE
P49.W95,y,y,y,TRUE
P49.W96,y,y,a,FALSE
P50.W01,y,y,a,FALSE
P50.W02,a,a,a,TRUE
P50.W03,a,a,a,TRUE
P50.W04,a,a,a,TRUE
P50.W05,y,y,y,TRUE
P50.W06,y,y,a,FALSE
P50.W07,y,y,y,TRUE
P50.W08,y,y,y,TRUE
P50.W09,y,y,y,TRUE
P50.W10,a,a,a,TRUE
P50.W11,y,y,y,TRUE
P50.W13,y,y,y,TRUE
P50.W14,y,y,a,FALSE
P50.W15,y,y,y,TRUE
P50.W16,y,y,y,TRUE
P50.W17,y,y,y,TRUE
P50.W18,y,a,y,FALSE
P50.W19,y,y,y,TRUE
P50.W20,y,y,y,TRUE
P50.W21,y,y,y,TRUE
P50.W22,y,y,y,TRUE
P50.W23,y,y,a,FALSE
P50.W24,y,y,y,TRUE
P50.W25,y,a,a,FALSE
P50.W26,y,a,a,FALSE
P50.W27,a,y,a,FALSE
P50.W28,a,a,a,TRUE
P50.W29,y,y,y,TRUE
P50.W30,y,y,a,FALSE
P50.W31,y,y,y,TRUE
P50.W32,y,y,y,TRUE
P50.W33,y,y,y,TRUE
P50.W34,a,y,a,FALSE
P50.W35,a,a,a,TRUE
P50.W36,y,y,y,TRUE
P50.W37,a,a,a,TRUE
P50.W38,y,a,y,FALSE
P50.W39,y,y,y,TRUE
P50.W40,y,y,y,TRUE
P50.W41,y,y,y,TRUE
P50.W42,y,y,y,TRUE
P50.W43,y,y,y,TRUE
P50.W44,a,y,y,FALSE
P50.W45,y,a,a,FALSE
P50.W46,a,a,a,TRUE
P50.W47,a,a,a,TRUE
P50.W48,y,y,y,TRUE
P50.W50,a,a,a,TRUE
P50.W51,y,y,y,TRUE
P50.W52,y,y,y,TRUE
P50.W53,y,y,y,TRUE
P50.W54,y,y,y,TRUE
P50.W55,y,y,y,TRUE
P50.W56,y,y,y,TRUE
P50.W57,y,y,y,TRUE
P50.W58,a,a,y,FALSE
P50.W59,y,y,y,TRUE
P50.W60,y,y,y,TRUE
P50.W61,a,a,y,FALSE
P50.W62,a,a,a,TRUE
P50.W63,y,y,a,FALSE
P50.W64,a,a,a,TRUE
P50.W65,y,y,y,TRUE
P50.W66,y,y,y,TRUE
P50.W67,y,a,y,FALSE
P50.W68,y,y,y,TRUE
P50.W69,y,y,y,TRUE
P50.W70,y,y,y,TRUE
P50.W71,a,a,a,TRUE
P50.W72,y,y,y,TRUE
P50.W73,y,y,y,TRUE
P50.W74,y,y,y,TRUE
P50.W75,y,y,y,TRUE
P50.W76,y,a,y,FALSE
P50.W77,a,a,y,FALSE
P50.W78,y,a,a,FALSE
P50.W79,y,y,y,TRUE
P50.W80,y,y,y,TRUE
P50.W81,y,y,y,TRUE
P50.W82,y,y,y,TRUE
P50.W83,y,y,a,FALSE
P50.W84,n,n,n,TRUE
P50.W85,a,a,a,TRUE
P50.W86,y,y,y,TRUE
P50.W88,a,n,a,FALSE
P50.W89,y,y,y,TRUE
P50.W90,y,y,y,TRUE
P50.W91,y,y,y,TRUE
P50.W92,a,a,a,TRUE
P50.W93,a,a,a,TRUE
P50.W94,y,y,y,TRUE
P50.W95,y,y,y,TRUE
P50.W96,y,y,y,TRUE
P51.W01,y,y,y,TRUE
P51.W03,n,n,n,TRUE
P51.W05,y,a,a,FALSE
P51.W07,y,y,y,TRUE
P51.W08,y,y,y,TRUE
P51.W09,y,a,a,FALSE
P51.W10,a,a,a,TRUE
P51.W12,n,a,n,FALSE
P51.W13,a,a,a,TRUE
P51.W14,y,a,a,FALSE
P51.W15,a,y,a,FALSE
P51.W17,a,y,a,FALSE
P51.W19,a,y,y,FALSE
P51.W23,a,a,a,TRUE
P51.W24,y,y,y,TRUE
P51.W26,a,a,a,TRUE
P51.W27,a,y,a,FALSE
P51.W30,a,a,a,TRUE
P51.W31,y,y,y,TRUE
P51.W32,y,a,y,FALSE
P51.W34,y,y,y,TRUE
P51.W35,y,y,a,FALSE
P51.W36,y,y,y,TRUE
P51.W42,y,y,y,TRUE
P51.W43,a,a,a,TRUE
P51.W44,y,a,a,FALSE
P51.W46,a,a,a,TRUE
P51.W47,a,a,a,TRUE
P51.W50,a,a,a,TRUE
P51.W51,a,a,a,TRUE
P51.W53,y,y,y,TRUE
P51.W54,y,y,a,FALSE
P51.W55,y,y,y,TRUE
P51.W56,y,y,y,TRUE
P51.W57,y,y,y,TRUE
P51.W59,n,n,a,FALSE
P51.W61,a,a,a,TRUE
P51.W62,a,a,a,TRUE
P51.W63,a,a,a,TRUE
P51.W64,a,a,a,TRUE
P51.W65,a,y,y,FALSE
P51.W66,y,y,y,TRUE
P51.W68,y,y,y,TRUE
P51.W70,y,y,y,TRUE
P51.W71,a,a,a,TRUE
P51.W72,y,y,y,TRUE
P51.W73,y,y,y,TRUE
P51.W74,y,y,y,TRUE
P51.W75,a,y,y,FALSE
P51.W77,y,a,a,FALSE
P51.W78,a,a,a,TRUE
P51.W79,a,a,y,FALSE
P51.W80,y,y,a,FALSE
P51.W81,y,y,y,TRUE
P51.W82,y,y,y,TRUE
P51.W83,y,y,y,TRUE
P51.W84,n,n,n,TRUE
P51.W85,a,a,a,TRUE
P51.W86,y,y,y,TRUE
P51.W88,a,a,a,TRUE
P51.W90,y,y,y,TRUE
P51.W91,y,y,y,TRUE
P51.W93,a,a,a,TRUE
P51.W95,y,y,y,TRUE
P51.W96,a,y,y,FALSE
P52.W01,y,y,y,TRUE
P52.W02,y,a,a,FALSE
P52.W03,a,a,a,TRUE
P52.W04,a,a,a,TRUE
P52.W05,y,a,y,FALSE
P52.W06,n,n,a,FALSE
P52.W07,y,a,a,FALSE
P52.W08,y,y,a,FALSE
P52.W09,y,y,a,FALSE
P52.W10,n,n,a,FALSE
P52.W11,y,y,y,TRUE
P52.W12,a,a,a,TRUE
P52.W13,a,a,y,FALSE
P52.W14,a,y,a,FALSE
P52.W15,a,y,a,FALSE
P52.W16,y,y,y,TRUE
P52.W17,n,a,a,FALSE
P52.W18,a,a,a,TRUE
P52.W19,y,y,y,TRUE
P52.W20,y,a,y,FALSE
P52.W21,y,a,a,FALSE
P52.W22,y,y,y,TRUE
P52.W23,a,a,a,TRUE
P52.W24,y,y,y,TRUE
P52.W25,a,a,a,TRUE
P52.W26,a,a,a,TRUE
P52.W27,y,y,y,TRUE
P52.W28,n,n,a,FALSE
P52.W29,y,y,y,TRUE
P52.W30,a,a,a,TRUE
P52.W31,y,y,y,TRUE
P52.W32,y,y,y,TRUE
P52.W33,y,y,y,TRUE
P52.W34,a,y,y,FALSE
P52.W35,a,a,y,FALSE
P52.W36,y,y,y,TRUE
P52.W37,a,a,a,TRUE
P52.W38,a,a,a,TRUE
P52.W39,y,y,y,TRUE
P52.W40,a,y,y,FALSE
P52.W41,y,y,y,TRUE
P52.W42,y,y,y,TRUE
P52.W43,y,y,y,TRUE
P52.W44,y,y,y,TRUE
P52.W45,a,a,a,TRUE
P52.W46,a,a,a,TRUE
P52.W47,a,a,a,TRUE
P52.W48,y,y,y,TRUE
P52.W49,y,y,y,TRUE
P52.W50,y,a,y,FALSE
P52.W51,y,y,y,TRUE
P52.W52,y,y,y,TRUE
P52.W53,y,y,y,TRUE
P52.W54,y,a,y,FALSE
P52.W55,y,y,y,TRUE
P52.W56,a,a,a,TRUE
P52.W57,y,y,y,TRUE
P52.W58,a,y,y,FALSE
P52.W59,y,y,y,TRUE
P52.W60,y,y,y,TRUE
P52.W61,a,a,n,FALSE
P52.W62,a,a,a,TRUE
P52.W63,a,a,y,FALSE
P52.W64,a,a,a,TRUE
P52.W65,a,a,a,TRUE
P52.W66,y,y,y,TRUE
P52.W67,a,a,a,TRUE
P52.W68,y,y,y,TRUE
P52.W69,a,a,a,TRUE
P52.W70,y,y,y,TRUE
P52.W71,a,n,a,FALSE
P52.W72,y,y,y,TRUE
P52.W73,y,y,y,TRUE
P52.W74,y,y,y,TRUE
P52.W75,y,y,y,TRUE
P52.W76,a,a,a,TRUE
P52.W77,a,a,a,TRUE
P52.W78,a,a,a,TRUE
P52.W79,y,y,y,TRUE
P52.W80,a,y,y,FALSE
P52.W81,y,y,y,TRUE
P52.W82,y,y,y,TRUE
P52.W83,y,y,y,TRUE
P52.W84,n,n,n,TRUE
P52.W85,a,a,a,TRUE
P52.W86,a,y,a,FALSE
P52.W88,a,a,a,TRUE
P52.W89,y,a,a,FALSE
P52.W90,y,y,y,TRUE
P52.W91,y,y,y,TRUE
P52.W92,y,a,y,FALSE
P52.W93,a,a,a,TRUE
P52.W95,y,y,y,TRUE
P52.W96,a,a,a,TRUE
P53.W01,y,y,y,TRUE
P53.W02,a,a,y,FALSE
P53.W03,a,a,a,TRUE
P53.W04,y,a,a,FALSE
P53.W05,y,y,y,TRUE
P53.W06,a,a,a,TRUE
P53.W07,a,a,a,TRUE
P53.W08,y,a,y,FALSE
P53.W09,y,y,y,TRUE
P53.W10,a,a,a,TRUE
P53.W11,y,y,y,TRUE
P53.W12,a,a,a,TRUE
P53.W13,y,a,y,FALSE
P53.W14,a,y,a,FALSE
P53.W15,y,a,a,FALSE
P53.W16,a,y,a,FALSE
P53.W17,a,a,a,TRUE
P53.W18,a,a,a,TRUE
P53.W19,y,y,y,TRUE
P53.W20,y,y,y,TRUE
P53.W21,y,y,y,TRUE
P53.W22,y,y,y,TRUE
P53.W23,a,a,a,TRUE
P53.W24,y,y,y,TRUE
P53.W25,a,a,a,TRUE
P53.W26,a,a,a,TRUE
P53.W27,y,y,y,TRUE
P53.W28,n,a,a,FALSE
P53.W29,y,y,y,TRUE
P53.W30,a,y,a,FALSE
P53.W31,y,y,y,TRUE
P53.W32,y,y,y,TRUE
P53.W33,y,y,y,TRUE
P53.W34,y,y,y,TRUE
P53.W35,a,a,a,TRUE
P53.W36,y,y,y,TRUE
P53.W37,a,a,a,TRUE
P53.W38,a,a,a,TRUE
P53.W39,y,y,y,TRUE
P53.W40,y,a,y,FALSE
P53.W41,y,y,y,TRUE
P53.W42,y,y,y,TRUE
P53.W43,y,y,y,TRUE
P53.W44,a,y,y,FALSE
P53.W45,a,y,a,FALSE
P53.W46,a,a,a,TRUE
P53.W47,a,a,a,TRUE
P53.W48,y,y,y,TRUE
P53.W49,y,y,y,TRUE
P53.W50,n,n,a,FALSE
P53.W51,y,y,y,TRUE
P53.W52,y,y,y,TRUE
P53.W53,y,y,y,TRUE
P53.W54,a,y,y,FALSE
P53.W55,y,y,y,TRUE
P53.W56,y,y,a,FALSE
P53.W57,y,y,y,TRUE
P53.W58,y,a,a,FALSE
P53.W59,y,y,y,TRUE
P53.W60,y,y,y,TRUE
P53.W61,a,a,a,TRUE
P53.W62,a,a,a,TRUE
P53.W63,a,a,y,FALSE
P53.W64,y,a,a,FALSE
P53.W65,a,a,y,FALSE
P53.W66,y,y,y,TRUE
P53.W67,a,a,a,TRUE
P53.W68,a,a,a,TRUE
P53.W69,a,a,a,TRUE
P53.W70,y,y,y,TRUE
P53.W71,a,a,a,TRUE
P53.W72,y,y,y,TRUE
P53.W73,y,y,y,TRUE
P53.W74,y,y,y,TRUE
P53.W75,y,y,y,TRUE
P53.W76,a,a,a,TRUE
P53.W77,a,a,a,TRUE
P53.W78,y,y,y,TRUE
P53.W79,y,y,y,TRUE
P53.W80,a,y,y,FALSE
P53.W81,y,y,y,TRUE
P53.W82,y,y,a,FALSE
P53.W83,y,y,y,TRUE
P53.W84,n,n,n,TRUE
P53.W85,y,a,a,FALSE
P53.W86,a,y,a,FALSE
P53.W88,a,a,a,TRUE
P53.W89,a,y,y,FALSE
P53.W90,y,y,y,TRUE
P53.W91,n,n,n,TRUE
P53.W92,y,a,a,FALSE
P53.W93,a,a,a,TRUE
P53.W94,y,y,y,TRUE
P53.W95,y,y,y,TRUE
P53.W96,y,y,a,FALSE
P54.W01,y,y,y,TRUE
P54.W02,n,a,a,FALSE
P54.W03,a,a,a,TRUE
P54.W04,n,n,n,TRUE
P54.W05,y,a,y,FALSE
P54.W06,n,a,a,FALSE
P54.W07,n,a,a,FALSE
P54.W08,a,a,a,TRUE
P54.W09,a,a,a,TRUE
P54.W10,n,a,a,FALSE
P54.W11,y,y,y,TRUE
P54.W12,n,n,a,FALSE
P54.W13,y,y,y,TRUE
P54.W14,a,a,y,FALSE
P54.W15,y,a,y,FALSE
P54.W16,y,a,y,FALSE
P54.W17,a,a,a,TRUE
P54.W18,n,a,a,FALSE
P54.W19,a,y,a,FALSE
P54.W20,a,a,a,TRUE
P54.W21,y,y,a,FALSE
P54.W22,y,y,y,TRUE
P54.W23,a,a,a,TRUE
P54.W24,a,y,y,FALSE
P54.W25,a,a,y,FALSE
P54.W26,a,y,a,FALSE
P54.W27,a,a,a,TRUE
P54.W28,a,a,a,TRUE
P54.W29,y,y,y,TRUE
P54.W30,a,a,a,TRUE
P54.W31,y,y,y,TRUE
P54.W32,y,y,y,TRUE
P54.W33,y,y,a,FALSE
P54.W34,a,y,y,FALSE
P54.W35,a,a,a,TRUE
P54.W36,y,y,y,TRUE
P54.W37,a,a,a,TRUE
P54.W38,n,a,a,FALSE
P54.W39,y,y,a,FALSE
P54.W40,a,y,a,FALSE
P54.W41,y,a,y,FALSE
P54.W42,a,a,a,TRUE
P54.W43,a,y,y,FALSE
P54.W44,y,a,a,FALSE
P54.W45,a,a,a,TRUE
P54.W46,a,a,a,TRUE
P54.W47,a,a,a,TRUE
P54.W48,y,y,y,TRUE
P54.W49,a,y,y,FALSE
P54.W50,a,a,a,TRUE
P54.W51,y,a,a,FALSE
P54.W52,y,y,y,TRUE
P54.W53,a,a,a,TRUE
P54.W54,a,a,a,TRUE
P54.W55,y,y,y,TRUE
P54.W56,a,a,a,TRUE
P54.W57,y,y,a,FALSE
P54.W58,a,a,a,TRUE
P54.W59,y,a,a,FALSE
P54.W60,y,y,y,TRUE
P54.W61,a,a,y,FALSE
P54.W62,a,a,a,TRUE
P54.W63,a,a,y,FALSE
P54.W64,a,a,a,TRUE
